0	1	2	3	4	5
P40631	Tetrahymena thermophila (strain SB210)	Other	633	False	Validation_4
Q9Y222	Homo sapiens	Metazoa	760	False	Validation_4
Q9FKB5	Arabidopsis thaliana	Viridiplantae	222	False	Validation_4
Q9SKZ5	Arabidopsis thaliana	Viridiplantae	560	False	Validation_4
Q05050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	843	False	Validation_4
Q8QFR4	Xenopus laevis	Metazoa	211	False	Validation_4
P46681	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	530	False	Validation_4
P38345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	138	False	Validation_4
O59757	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1364	False	Validation_4
P34162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210	False	Validation_4
Q90Z80	Xenopus laevis	Metazoa	392	False	Validation_4
Q99607	Homo sapiens	Metazoa	663	False	Validation_4
Q08230	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	162	False	Validation_4
Q8W4E7	Arabidopsis thaliana	Viridiplantae	598	False	Validation_4
P07199	Homo sapiens	Metazoa	599	False	Validation_4
P38281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316	False	Validation_4
Q99LT0	Mus musculus	Metazoa	99	False	Validation_4
Q948R9	Arabidopsis thaliana	Viridiplantae	314	False	Validation_4
Q13309	Homo sapiens	Metazoa	424	False	Validation_4
P53507	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	60	True	Validation_4
Q5IRJ6	Mus musculus	Metazoa	567	False	Validation_4
Q02892	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647	False	Validation_4
O22788	Arabidopsis thaliana	Viridiplantae	236	False	Validation_4
Q92186	Homo sapiens	Metazoa	375	True	Validation_4
Q92624	Homo sapiens	Metazoa	585	False	Validation_4
Q8VYF7	Arabidopsis thaliana	Viridiplantae	238	False	Validation_4
Q811D2	Mus musculus	Metazoa	1581	False	Validation_4
Q9UT55	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	438	False	Validation_4
P97717	Mus musculus	Metazoa	514	True	Validation_4
Q06672	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	205	False	Validation_4
Q8C9E8	Mus musculus	Metazoa	313	True	Validation_4
Q9HCU8	Homo sapiens	Metazoa	107	False	Validation_4
Q6EPZ0	Oryza sativa subsp. japonica	Viridiplantae	318	False	Validation_4
Q04002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1493	False	Validation_4
Q5TAX3	Homo sapiens	Metazoa	1644	False	Validation_4
Q8VXP3	Chlamydomonas reinhardtii	Viridiplantae	1115	False	Validation_4
Q9W4N2	Drosophila melanogaster	Metazoa	788	False	Validation_4
Q67UR2	Oryza sativa subsp. japonica	Viridiplantae	419	False	Validation_4
P40063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	208	False	Validation_4
Q8MIR0	Sus scrofa	Metazoa	373	False	Validation_4
P40041	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	505	False	Validation_4
P41930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	458	True	Validation_4
Q86TS9	Homo sapiens	Metazoa	123	False	Validation_4
Q9QXX8	Mus musculus	Metazoa	484	False	Validation_4
Q96A72	Homo sapiens	Metazoa	148	False	Validation_4
Q9P0Z9	Homo sapiens	Metazoa	390	False	Validation_4
P0C1Z6	Homo sapiens	Metazoa	253	False	Validation_4
Q8N726	Homo sapiens	Metazoa	132	False	Validation_4
Q94IN5	Euglena gracilis	Other	1803	False	Validation_4
Q8IXI2	Homo sapiens	Metazoa	618	False	Validation_4
Q9WV02	Mus musculus	Metazoa	391	False	Validation_4
Q69ZQ1	Mus musculus	Metazoa	716	True	Validation_4
O94818	Homo sapiens	Metazoa	638	False	Validation_4
C8KI33	Arabidopsis thaliana	Viridiplantae	646	False	Validation_4
Q9USP9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	589	False	Validation_4
P42166	Homo sapiens	Metazoa	694	False	Validation_4
A2A5K6	Mus musculus	Metazoa	1337	False	Validation_4
Q9SR70	Arabidopsis thaliana	Viridiplantae	230	False	Validation_4
Q8IM30	Plasmodium falciparum (isolate 3D7)	Other	608	False	Validation_4
O43765	Homo sapiens	Metazoa	313	False	Validation_4
P92949	Arabidopsis thaliana	Viridiplantae	725	True	Validation_4
Q17990	Caenorhabditis elegans	Metazoa	439	True	Validation_4
Q9D855	Mus musculus	Metazoa	111	False	Validation_4
Q10953	Caenorhabditis elegans	Metazoa	796	False	Validation_4
P40035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300	True	Validation_4
P0DI81	Homo sapiens	Metazoa	140	False	Validation_4
P09956	Drosophila melanogaster	Metazoa	575	False	Validation_4
Q9VFW4	Drosophila melanogaster	Metazoa	251	False	Validation_4
F4HXY7	Arabidopsis thaliana	Viridiplantae	425	True	Validation_4
O97297	Plasmodium falciparum (isolate 3D7)	Other	404	False	Validation_4
Q9JJG9	Mus musculus	Metazoa	693	False	Validation_4
P50748	Homo sapiens	Metazoa	2209	False	Validation_4
P12383	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1068	False	Validation_4
F4IY03	Arabidopsis thaliana	Viridiplantae	332	False	Validation_4
O74889	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1024	False	Validation_4
Q9Y6X9	Homo sapiens	Metazoa	1032	False	Validation_4
Q7RYM5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	292	False	Validation_4
Q9NX08	Homo sapiens	Metazoa	183	False	Validation_4
Q32MQ0	Homo sapiens	Metazoa	723	False	Validation_4
Q9H583	Homo sapiens	Metazoa	2144	False	Validation_4
Q1MTQ7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	633	False	Validation_4
O75127	Homo sapiens	Metazoa	700	False	Validation_4
P97411	Mus musculus	Metazoa	478	False	Validation_4
Q8VZQ4	Arabidopsis thaliana	Viridiplantae	536	False	Validation_4
P38879	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174	False	Validation_4
P17558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	318	False	Validation_4
Q9M5P3	Arabidopsis thaliana	Viridiplantae	354	False	Validation_4
Q9UBC1	Homo sapiens	Metazoa	381	False	Validation_4
Q9FMS5	Arabidopsis thaliana	Viridiplantae	672	False	Validation_4
P13264	Rattus norvegicus	Metazoa	674	False	Validation_4
Q9NUL5	Homo sapiens	Metazoa	291	False	Validation_4
Q9ZPX5	Arabidopsis thaliana	Viridiplantae	632	False	Validation_4
P17119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	729	False	Validation_4
Q9USR4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	125	False	Validation_4
O74553	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	326	False	Validation_4
Q9FVU9	Arabidopsis thaliana	Viridiplantae	358	False	Validation_4
Q68CK6	Homo sapiens	Metazoa	577	False	Validation_4
Q9LFC0	Arabidopsis thaliana	Viridiplantae	360	False	Validation_4
Q9H7E2	Homo sapiens	Metazoa	651	False	Validation_4
O60832	Homo sapiens	Metazoa	514	False	Validation_4
Q15388	Homo sapiens	Metazoa	145	True	Validation_4
P97868	Mus musculus	Metazoa	1790	False	Validation_4
Q7JRE4	Drosophila melanogaster	Metazoa	650	False	Validation_4
Q7Z6K1	Homo sapiens	Metazoa	395	False	Validation_4
Q6XQN6	Homo sapiens	Metazoa	538	False	Validation_4
Q1K5R0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	108	False	Validation_4
Q8INR6	Drosophila melanogaster	Metazoa	1848	False	Validation_4
O45495	Caenorhabditis elegans	Metazoa	139	False	Validation_4
Q01453	Homo sapiens	Metazoa	160	True	Validation_4
Q6PI26	Homo sapiens	Metazoa	577	False	Validation_4
Q6DWJ6	Homo sapiens	Metazoa	353	True	Validation_4
Q550D5	Dictyostelium discoideum	Other	872	False	Validation_4
P53063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387	False	Validation_4
O08773	Rattus norvegicus	Metazoa	544	False	Validation_4
Q9SB31	Arabidopsis thaliana	Viridiplantae	404	False	Validation_4
P87176	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	269	False	Validation_4
Q9CZP5	Mus musculus	Metazoa	418	True	Validation_4
O14893	Homo sapiens	Metazoa	280	False	Validation_4
Q5XVF0	Arabidopsis thaliana	Viridiplantae	666	False	Validation_4
P36114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	725	False	Validation_4
P08657	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	865	False	Validation_4
Q05024	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226	False	Validation_4
Q80WB5	Mus musculus	Metazoa	209	False	Validation_4
Q8LPQ5	Arabidopsis thaliana	Viridiplantae	1254	False	Validation_4
Q9NS73	Homo sapiens	Metazoa	344	False	Validation_4
Q05CL8	Mus musculus	Metazoa	570	False	Validation_4
Q9Y4E1	Homo sapiens	Metazoa	1341	False	Validation_4
Q12063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375	False	Validation_4
A9UHW6	Homo sapiens	Metazoa	222	False	Validation_4
Q8K5A9	Rattus norvegicus	Metazoa	228	True	Validation_4
Q9FJJ3	Arabidopsis thaliana	Viridiplantae	309	False	Validation_4
Q63398	Rattus norvegicus	Metazoa	584	False	Validation_4
Q12192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310	False	Validation_4
O43068	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	421	False	Validation_4
Q9H3M7	Homo sapiens	Metazoa	391	False	Validation_4
Q9VQ56	Drosophila melanogaster	Metazoa	611	False	Validation_4
P07261	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785	False	Validation_4
P49590	Homo sapiens	Metazoa	506	False	Validation_4
Q15024	Homo sapiens	Metazoa	291	False	Validation_4
P09547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1314	False	Validation_4
Q95XA8	Caenorhabditis elegans	Metazoa	486	False	Validation_4
O00623	Homo sapiens	Metazoa	359	True	Validation_4
F6ZDS4	Mus musculus	Metazoa	2431	False	Validation_4
Q03430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	361	False	Validation_4
Q38796	Arabidopsis thaliana	Viridiplantae	953	False	Validation_4
Q8WUX9	Homo sapiens	Metazoa	453	False	Validation_4
Q920G9	Mus musculus	Metazoa	524	False	Validation_4
O35615	Mus musculus	Metazoa	995	False	Validation_4
P38302	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140	False	Validation_4
Q9Y2Z9	Homo sapiens	Metazoa	468	False	Validation_4
E1BUG7	Gallus gallus	Metazoa	690	False	Validation_4
P36112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	540	True	Validation_4
A4IFH6	Bos taurus	Metazoa	52	True	Validation_4
Q9FXD6	Arabidopsis thaliana	Viridiplantae	521	False	Validation_4
Q9P305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	131	False	Validation_4
P18911	Mus musculus	Metazoa	458	False	Validation_4
Q9BXS1	Homo sapiens	Metazoa	227	False	Validation_4
P36177	Euglena gracilis	Other	538	False	Validation_4
Q641G7	Xenopus laevis	Metazoa	168	False	Validation_4
Q8L748	Arabidopsis thaliana	Viridiplantae	1101	False	Validation_4
Q99PP2	Mus musculus	Metazoa	2237	False	Validation_4
Q96VH5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	97	True	Validation_4
P83211	Bolinus brandaris	Metazoa	107	False	Validation_4
P25576	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	258	False	Validation_4
P10676	Drosophila melanogaster	Metazoa	1501	False	Validation_4
Q92575	Homo sapiens	Metazoa	508	False	Validation_4
P40075	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	244	False	Validation_4
Q12036	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	173	False	Validation_4
Q91X44	Mus musculus	Metazoa	623	False	Validation_4
Q8IG69	Caenorhabditis elegans	Metazoa	100	False	Validation_4
G5EEC5	Caenorhabditis elegans	Metazoa	414	False	Validation_4
O42848	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	197	False	Validation_4
Q06665	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692	False	Validation_4
Q9NW15	Homo sapiens	Metazoa	660	False	Validation_4
Q9QZQ8	Mus musculus	Metazoa	369	False	Validation_4
P43586	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	204	False	Validation_4
Q8L3P4	Arabidopsis thaliana	Viridiplantae	654	False	Validation_4
Q8SX83	Drosophila melanogaster	Metazoa	5560	False	Validation_4
Q8WY91	Homo sapiens	Metazoa	577	False	Validation_4
D3ZKB9	Rattus norvegicus	Metazoa	1072	False	Validation_4
Q8BZ97	Mus musculus	Metazoa	688	False	Validation_4
Q3E7A4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	109	False	Validation_4
P24929	Nicotiana tabacum	Viridiplantae	186	False	Validation_4
Q07065	Homo sapiens	Metazoa	602	False	Validation_4
Q9U3D6	Caenorhabditis elegans	Metazoa	964	False	Validation_4
Q8TAF3	Homo sapiens	Metazoa	677	False	Validation_4
Q95TS5	Drosophila melanogaster	Metazoa	654	False	Validation_4
Q17604	Caenorhabditis elegans	Metazoa	161	False	Validation_4
Q6A037	Mus musculus	Metazoa	893	False	Validation_4
P97931	Mus musculus	Metazoa	306	False	Validation_4
Q92917	Homo sapiens	Metazoa	476	False	Validation_4
Q38AH0	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	370	False	Validation_4
Q9LK57	Arabidopsis thaliana	Viridiplantae	394	False	Validation_4
Q12749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1114	False	Validation_4
Q96IZ2	Homo sapiens	Metazoa	230	True	Validation_4
P93830	Arabidopsis thaliana	Viridiplantae	229	False	Validation_4
Q949Q5	Arabidopsis thaliana	Viridiplantae	140	True	Validation_4
Q4WF55	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	462	False	Validation_4
F1NPG5	Gallus gallus	Metazoa	639	False	Validation_4
A0A1D8PN96	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	981	False	Validation_4
Q03338	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	469	False	Validation_4
Q6IQ55	Homo sapiens	Metazoa	1244	False	Validation_4
O42804	Aspergillus niger	Fungi	945	False	Validation_4
P09440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	975	False	Validation_4
D3ZX63	Rattus norvegicus	Metazoa	334	False	Validation_4
Q9D945	Mus musculus	Metazoa	130	False	Validation_4
Q4PSK3	Arabidopsis thaliana	Viridiplantae	124	False	Validation_4
P40167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	298	False	Validation_4
Q9H5I1	Homo sapiens	Metazoa	410	False	Validation_4
Q8H1F7	Arabidopsis thaliana	Viridiplantae	332	False	Validation_4
Q12524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	340	False	Validation_4
Q9VSK8	Drosophila melanogaster	Metazoa	597	False	Validation_4
Q10L01	Oryza sativa subsp. japonica	Viridiplantae	382	True	Validation_4
Q06632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1357	False	Validation_4
Q07020	Homo sapiens	Metazoa	188	False	Validation_4
Q22037	Caenorhabditis elegans	Metazoa	346	False	Validation_4
O94446	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463	False	Validation_4
Q63ZY3	Homo sapiens	Metazoa	851	False	Validation_4
O35914	Mus musculus	Metazoa	961	False	Validation_4
P92948	Arabidopsis thaliana	Viridiplantae	844	False	Validation_4
P83111	Homo sapiens	Metazoa	547	False	Validation_4
Q5TEU4	Homo sapiens	Metazoa	345	False	Validation_4
Q9S9N6	Arabidopsis thaliana	Viridiplantae	461	False	Validation_4
Q92317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146	False	Validation_4
Q27403	Drosophila melanogaster	Metazoa	504	False	Validation_4
G5EDT1	Caenorhabditis elegans	Metazoa	961	False	Validation_4
P39015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273	False	Validation_4
Q8S950	Nicotiana tabacum	Viridiplantae	959	False	Validation_4
P06813	Oryctolagus cuniculus	Metazoa	266	False	Validation_4
Q63638	Rattus norvegicus	Metazoa	3259	False	Validation_4
P36521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249	False	Validation_4
Q9FJH5	Arabidopsis thaliana	Viridiplantae	283	False	Validation_4
P39689	Mus musculus	Metazoa	159	False	Validation_4
Q9DBU6	Mus musculus	Metazoa	334	False	Validation_4
O13900	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	481	False	Validation_4
Q9C7C4	Arabidopsis thaliana	Viridiplantae	327	False	Validation_4
Q9V7P1	Drosophila melanogaster	Metazoa	506	False	Validation_4
Q9UBQ5	Homo sapiens	Metazoa	218	False	Validation_4
P21306	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	62	False	Validation_4
P33893	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	541	False	Validation_4
Q7Z695	Homo sapiens	Metazoa	626	False	Validation_4
Q9SW31	Arabidopsis thaliana	Viridiplantae	157	False	Validation_4
Q9NGX9	Drosophila melanogaster	Metazoa	489	False	Validation_4
Q558Z2	Dictyostelium discoideum	Other	905	False	Validation_4
Q9P7N4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	315	False	Validation_4
P47015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356	False	Validation_4
Q9BQP7	Homo sapiens	Metazoa	344	False	Validation_4
Q8TEV9	Homo sapiens	Metazoa	937	False	Validation_4
O82277	Arabidopsis thaliana	Viridiplantae	361	False	Validation_4
P53885	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366	False	Validation_4
Q9LY23	Arabidopsis thaliana	Viridiplantae	286	False	Validation_4
Q3UNH4	Mus musculus	Metazoa	932	False	Validation_4
Q9EPB4	Mus musculus	Metazoa	193	False	Validation_4
Q12522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245	False	Validation_4
Q86VZ6	Homo sapiens	Metazoa	243	False	Validation_4
A2AMT1	Mus musculus	Metazoa	669	False	Validation_4
Q147X3	Homo sapiens	Metazoa	362	False	Validation_4
P22572	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	453	False	Validation_4
Q10204	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	250	False	Validation_4
Q8VHT6	Rattus norvegicus	Metazoa	369	False	Validation_4
O74971	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	261	False	Validation_4
Q2M3C6	Homo sapiens	Metazoa	523	False	Validation_4
O94519	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	311	False	Validation_4
Q9Y6D0	Homo sapiens	Metazoa	94	True	Validation_4
Q9FX53	Arabidopsis thaliana	Viridiplantae	406	False	Validation_4
Q08176	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113	True	Validation_4
Q06266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	489	False	Validation_4
Q9BZJ4	Homo sapiens	Metazoa	359	True	Validation_4
P38705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	446	False	Validation_4
Q9SU56	Arabidopsis thaliana	Viridiplantae	610	True	Validation_4
Q00013	Homo sapiens	Metazoa	466	False	Validation_4
P36532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	105	False	Validation_4
O44997	Caenorhabditis elegans	Metazoa	1425	False	Validation_4
Q07508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	261	False	Validation_4
P54845	Homo sapiens	Metazoa	237	False	Validation_4
Q8BUE4	Mus musculus	Metazoa	373	True	Validation_4
O82645	Arabidopsis thaliana	Viridiplantae	488	False	Validation_4
Q92974	Homo sapiens	Metazoa	986	False	Validation_4
A0A0A6YY25	Mus musculus	Metazoa	723	False	Validation_4
O94468	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	213	False	Validation_4
Q52K88	Arabidopsis thaliana	Viridiplantae	202	False	Validation_4
P70670	Mus musculus	Metazoa	2187	False	Validation_4
O65282	Arabidopsis thaliana	Viridiplantae	253	False	Validation_4
P53927	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	220	False	Validation_4
Q8N9N5	Homo sapiens	Metazoa	519	False	Validation_4
Q9P7G6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	566	False	Validation_4
Q9D5V6	Mus musculus	Metazoa	365	False	Validation_4
Q8GXR9	Arabidopsis thaliana	Viridiplantae	519	False	Validation_4
Q9CPQ8	Mus musculus	Metazoa	103	False	Validation_4
A0A140LI88	Mus musculus	Metazoa	1857	False	Validation_4
P18491	Drosophila melanogaster	Metazoa	199	False	Validation_4
P46995	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	733	False	Validation_4
Q0WVF8	Arabidopsis thaliana	Viridiplantae	1134	False	Validation_4
Q944A6	Arabidopsis thaliana	Viridiplantae	487	False	Validation_4
Q9SUT5	Arabidopsis thaliana	Viridiplantae	358	False	Validation_4
Q9SRX9	Arabidopsis thaliana	Viridiplantae	335	False	Validation_4
P38162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	196	False	Validation_4
O49686	Arabidopsis thaliana	Viridiplantae	191	False	Validation_4
P39979	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161	False	Validation_4
B2AFA8	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383)	Fungi	775	False	Validation_4
Q9Y3E5	Homo sapiens	Metazoa	179	True	Validation_4
Q9FR37	Arabidopsis thaliana	Viridiplantae	425	False	Validation_4
P56564	Mus musculus	Metazoa	543	True	Validation_4
P38909	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366	False	Validation_4
Q09725	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1587	False	Validation_4
P46938	Mus musculus	Metazoa	488	False	Validation_4
Q58DZ9	Rattus norvegicus	Metazoa	258	False	Validation_4
Q9BZJ7	Homo sapiens	Metazoa	368	True	Validation_4
P06105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1222	False	Validation_4
P22893	Mus musculus	Metazoa	319	False	Validation_4
Q05498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189	False	Validation_4
P36152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	348	False	Validation_4
P40474	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	542	True	Validation_4
P49842	Homo sapiens	Metazoa	254	False	Validation_4
Q9BY27	Homo sapiens	Metazoa	220	False	Validation_4
Q3EBQ3	Arabidopsis thaliana	Viridiplantae	807	False	Validation_4
Q5T8A7	Homo sapiens	Metazoa	1209	False	Validation_4
Q9Z1N1	Rattus norvegicus	Metazoa	339	False	Validation_4
Q9VH36	Drosophila melanogaster	Metazoa	585	False	Validation_4
Q9D1N4	Mus musculus	Metazoa	221	True	Validation_4
P54198	Homo sapiens	Metazoa	1017	False	Validation_4
P53072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	289	False	Validation_4
Q16540	Homo sapiens	Metazoa	153	False	Validation_4
Q7S5N0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	364	False	Validation_4
Q6NZQ4	Mus musculus	Metazoa	1056	False	Validation_4
P24345	Zea mays	Viridiplantae	359	False	Validation_4
Q94A68	Arabidopsis thaliana	Viridiplantae	377	False	Validation_4
D4ACN8	Rattus norvegicus	Metazoa	147	True	Validation_4
O13898	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	893	True	Validation_4
P36877	Rattus norvegicus	Metazoa	443	False	Validation_4
Q06409	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1932	False	Validation_4
Q9JHU6	Rattus norvegicus	Metazoa	180	False	Validation_4
Q18919	Caenorhabditis elegans	Metazoa	558	False	Validation_4
O13788	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	527	False	Validation_4
Q03220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	False	Validation_4
Q9LU93	Arabidopsis thaliana	Viridiplantae	209	False	Validation_4
Q8IJH8	Plasmodium falciparum (isolate 3D7)	Other	275	False	Validation_4
Q6GQQ9	Homo sapiens	Metazoa	843	False	Validation_4
Q6X632	Mus musculus	Metazoa	540	True	Validation_4
O17386	Caenorhabditis elegans	Metazoa	458	True	Validation_4
Q10573	Caenorhabditis elegans	Metazoa	1139	False	Validation_4
Q05192	Drosophila melanogaster	Metazoa	808	False	Validation_4
P24278	Homo sapiens	Metazoa	435	False	Validation_4
Q86Y01	Homo sapiens	Metazoa	620	False	Validation_4
O43557	Homo sapiens	Metazoa	240	True	Validation_4
O94826	Homo sapiens	Metazoa	608	True	Validation_4
F4JGZ1	Arabidopsis thaliana	Viridiplantae	1278	False	Validation_4
P0CT60	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	139	False	Validation_4
P25441	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	422	False	Validation_4
Q05175	Rattus norvegicus	Metazoa	220	False	Validation_4
H9G301	Caenorhabditis elegans	Metazoa	202	False	Validation_4
Q9UJU6	Homo sapiens	Metazoa	430	False	Validation_4
Q70EL3	Homo sapiens	Metazoa	339	False	Validation_4
P15382	Homo sapiens	Metazoa	129	True	Validation_4
Q96PM9	Homo sapiens	Metazoa	386	False	Validation_4
P34247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250	False	Validation_4
Q9CQT6	Mus musculus	Metazoa	229	False	Validation_4
Q3KRA9	Homo sapiens	Metazoa	238	False	Validation_4
Q9U7C9	Dictyostelium discoideum	Other	756	False	Validation_4
Q9VC61	Drosophila melanogaster	Metazoa	755	False	Validation_4
Q53EK2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	232	False	Validation_4
P15619	Drosophila melanogaster	Metazoa	869	False	Validation_4
P40548	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	159	True	Validation_4
Q9MA15	Arabidopsis thaliana	Viridiplantae	711	False	Validation_4
Q86B87	Drosophila melanogaster	Metazoa	610	False	Validation_4
Q03973	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	246	False	Validation_4
P40568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576	False	Validation_4
Q9DB10	Mus musculus	Metazoa	107	True	Validation_4
